title,price,description,link
Self-Help Book Publishing Assistance,$30-250 AUD,"I'm seeking a versatile and skilled book publishing consultant to assist me in several key areas of my forthcoming self-help book.

To assist in designing book titles for a series of self-published print books – approx 5-6 books

The books will be around wellness, ie. Mindfulness, Anxiety, Resilience, Mindset tips, Time Management, Wellbeing.  We want titles that will be consistent, and recognisable for the series.

- **Book Title Creation:**
  A creative and strategic approach to creating a captivating book title is crucial. A freelancer with experience in branding or copywriting may be particularly well-suited for this task.

- **Cover Design & Layout:** 
   I envision a cover that is minimalistic and modern in style. The ideal freelancer should possess a strong understanding of visual design and how to convey the essence of a self-help book through imagery. 

- **Marketing & Promotion:**
  Prior experience in book marketing, particularly in the self-help genre, is highly preferred. The ideal candidate should have a track record of successful promotion strategies and a network of contacts in the publishing industry.

Please provide examples of your previous work in these areas. A portfolio showcasing your design work and a list of books you’ve helped market would be very helpful.",https://www.freelancer.co.id/projects/marketing/self-help-book-publishing-assistance
Custom Blogging Platform Development,₹1500-12500 INR,"I'm in need of a skilled web developer to create a custom blogging platform for me. This platform should include user profiles and authentication, and should be designed from scratch - a pre-designed template will not be sufficient for my needs.

Key requirements:
- Development of a user-friendly, interactive, and responsive blogging platform
- Inclusion of robust user profile management and authentication system
- Custom design that aligns with the theme and tone of the content.

The ideal candidate for this project should have:
- Proven experience in developing blogging platforms or similar web applications
- Proficiency in user authentication and profile management
- Strong UI/UX design skills to create a custom design
- Ability to work within the scope of a predefined brief, and deliver high quality results. 

If you're confident in your ability to deliver on these requirements, please get in touch.",https://www.freelancer.co.id/projects/php/custom-blogging-platform-development
Aesthetic Enhancements for Living and Bedroom,min $50 USD / hour,"I'm seeking an experienced interior designer with a keen eye for modern aesthetics. The primary objective of this project is to enhance the aesthetics of two areas in my space - the living room and the bedroom. The ideal candidate would be well-versed in converting functional rooms into visually captivating domains. Proficiency in selecting and arranging furniture, fixtures, and décor suited for a modern aesthetic is a must.

Key requirements: 
- Focus on enhancing the aesthetics
- Expertise in modern interior designs 
- Experience with redesigning living rooms and bedrooms.",https://www.freelancer.co.id/projects/interior-design/aesthetic-enhancements-for-living
Graphic designer,$30-250 USD,"Hello everyone, 

Our construction company in Calgary, Alberta is looking to hire a graphic designer to create full company branding. Our budget is 50 USD Interested applicants message me.

Thanks.",https://www.freelancer.co.id/projects/graphic-design/graphic-designer-38210080
Vibrant Social Media Posters Design,₹600-1500 INR,"I'm seeking a talented designer to create vibrant and eye-catching social media posters for my business. These will be shared on Facebook, Instagram, Twitter, and LinkedIn with the primary goal of driving traffic to our website and landing pages. 

Key elements include:
- Vibrant, eye-catching design: I'm looking for posters that can truly stand out in the crowded social media space. The goal is to grab attention and prompt users to click through to our website.
- Consistency across platforms: While the design should be eye-catching, it should also maintain a consistent theme across all platforms. This will help reinforce our brand identity.
 
The ideal candidate should have:
- Proven experience designing social media posters, particularly for diverse platforms like Facebook, Instagram, Twitter, and LinkedIn.
- A portfolio showcasing work that is vibrant and eye-catching, with a focus on driving engagement and traffic.
- Strong understanding of brand consistency and the ability to maintain a coherent visual identity across different platforms.

I'm excited to see your ideas!",https://www.freelancer.co.id/projects/graphic-design/vibrant-social-media-posters-design
Build a Wordpress Site,$750-1500 SGD,"Need to build a Wordpress website for a news and media, and events brand.",https://www.freelancer.co.id/projects/php/build-wordpress-site-38210177
3D House Rendering with 2 Paint Colors,$30-250 USD,"I have a 3D model of a house that I need to showcase with different paint color options. This is for a client who is considering painting their actual home, so we need to provide a realistic and visually appealing representation.

Key tasks:
- Render the 3D model with the house's existing colors.
- Apply 2 specific paint colors of my choice to the model.
- Ensure that the visualization is high-quality and realistic.
- The two paint colors are already decided and will be provided to you.

Ideal skills and experience for this project include:
- Proficiency in 3D rendering software, such as Blender, 3ds Max, or SketchUp.
- A good eye for design and color.
- Experience in architectural visualization would be a plus.

Please provide samples of your previous 3D rendering work in your bid.",https://www.freelancer.co.id/projects/3d-modelling/house-rendering-with-paint-colors
Agricultural Web Program Optimization,$30-250 AUD,"I have an agricultural-based program aimed at industry professionals. It allows them to input data and receive results in the form of a PDF. The program is already functional, but I'm looking for a skilled developer who can enhance its aesthetics and make it more user-friendly. The main aspect I need help with is optimizing the layout and format of the PDF reports generated by the program. 

Key Aspects:
- Enhancement of the existing program's design and layout
- Improving the user experience
- Suggesting and implementing changes to the PDF report format to ensure it best suits the needs of industry professionals.
 
I need this project completed as soon as possible, so a quick turnaround time is essential. The ideal freelancer will have experience in web development and creating PDF reports, with a strong understanding of design principles and user experience.",https://www.freelancer.co.id/projects/php/agricultural-web-program-optimization
Cigarette Roller Product Website Design,$30-250 AUD,"I'm looking for a talented web designer to build a multi-page website for a cigarette roller product that I'm selling. 

Key components of the project:

• Main Purpose: The website should prioritize product sales. It should have a clear, user-friendly layout that directs potential customers to buy.

• Website Layout: I prefer a multi-page design, ensuring enough space to provide detailed information about the product, a contact page, and an 'About Us' section.

• Specific Pages: The website should consist of a product page thoroughly explaining the features and benefits of the cigarette roller. A contact us page for potential customers to quickly reach out to us. An 'About Us' page to share the story of our brand and product.

Ideal Qualifications:
• Experience in building and designing e-commerce websites
• Strong understanding of user experience and conversion optimization
• Solid portfolio showcasing similar projects

 I can't wait to see this product brought to life online. Looking forward to reviewing your proposals.",https://www.freelancer.co.id/projects/website-design/cigarette-roller-product-website-design
I NEED A LOGO DESIGNED VERY SIMPLE -- 2,$30-250 USD,I NEED A LOGO DESIGNED VERY SIMPLE,https://www.freelancer.co.id/projects/graphic-design/need-logo-designed-very-simple
UI/UX Designer for Multidevice Experience,min $50 AUD / hour,"I'm looking for a UI/UX designer to enhance the user experience, increase engagement, and improve the brand identity across mobile, web, and desktop platforms. The key focus will be on incorporating animated elements into the design. 

Key Requirements:
- Experience with design for mobile, web, and desktop
- Proven ability to enhance user experience
- Creative approach to increasing user engagement
- Understanding of how design influences brand identity
- Proficiency in incorporating animated elements in a design

Your role will be crucial in creating a cohesive and engaging design across all platforms, helping to drive user interaction and solidify our brand's identity.",https://www.freelancer.co.id/projects/graphic-design/designer-for-multidevice-experience
Home Page Design for our website - only freelancer who are core designer should big,₹1500-12500 INR,"Project Description: Home Page Design for Asklego

Overview:
Asklego is a pioneering marketplace platform for fractional investment in rental real estate properties. Our platform enables users to invest small amounts in high-value properties and earn proportional rental income and property appreciation. We aim to make real estate investment accessible, low-risk, and liquid.

User Archetypes:

Individuals seeking passive income through rental property investments.
Business Model:

Users can invest fractional amounts in real estate properties listed on our platform.
Properties are rented out by vendors, and users earn rental income and appreciation proportional to their investment.
Investments can be sold to other investors, ensuring liquidity.
Problem Statement:

High capital requirement for prime real estate properties.
High risk due to concentrated investment in few properties.
Lack of liquidity when funds are needed.
Solution:

Fractional investment reduces capital requirements and allows investment in prime properties.
Risk is diversified across multiple properties.
Investments can be easily liquidated by selling fractions to other investors.
How It Works:

Vendors list rental properties on our platform.
Our team evaluates properties for risk and reward potential.
Detailed information is provided to help users make informed decisions.
Users invest in chosen properties, earning rental income and appreciation.
Objective:
We are seeking a designer to create a cohesive visual identity for Asklego and design a user-friendly, trustworthy, and visually appealing home page.

Scope of Work:

Visual Language Development:

Develop a comprehensive visual language including color palette, typography, and graphic elements.
Ensure consistency across all brand materials.
Home Page Design:

Design an intuitive and easy-to-navigate home page.
Emphasize trustworthiness and reliability to instill user confidence.
Highlight key features such as property listings, investment details, and user benefits.
Deliverables:

Completed design for the home page.
Timeline:

Project duration: 4-5 days.

We look forward to collaborating with a talented designer to bring our vision for Asklego's home page to life.",https://www.freelancer.co.id/projects/website-design/home-page-design-for-our
Modern Red & Black IPTV Logos,$10-30 AUD,"I'm in need of three modern and sleek logos for my IPTV website. 

The logos should be designed in a modern style, with a color scheme of red and black. The primary use for these logos will be on the website, so they need to be visually appealing and suitable for digital display.

Ideal freelancer would have:
- Experience in logo design, particularly for digital platforms 
- Proficiency in creating modern and sleek designs
- Ability to work with a specific color scheme, in this case red and black
- Portfolio showing previous work in similar style 

I'm looking forward to your creative proposals!",https://www.freelancer.co.id/projects/logo-design/modern-red-black-iptv-logos
Graphs Design,$10-30 AUD,"I'm looking to hire a professional graphic designer to redesign two figures to enhance their clarity and presentation quality. The required task is to transpose the figures where 'From/to' and 'through' should become columns, and the travel modes should be arranged as rows. The figures should be adjusted to a 5 by 2 format.

Deliverables:

1. Source files for future modifications.
2. PDF in vector format for high-quality prints.
3. High-resolution PNG files.

The figures are provided in the attached PowerPoint file. Please ensure your proposal includes a portfolio of similar work for review.",https://www.freelancer.co.id/projects/graphic-design/graphs-design-38210028
Short-Term Rental Property Website Design & Development - 10/06/2024 21:19 EDT,$250-750 CAD,"I'm looking for a skilled web developer who can create a modern, minimalistic WordPress website for my short-term rental property. The site should be optimized for desktop, tablet, and mobile phone and include key features such as:

- Feature pages (Home, About, Services, etc.)
- Gallery showcasing the property through high-quality images
- Bookings page with calendar integration for easy availability checks
- A guest reviews section where previous customers can share their experiences
- Contact Us form for inquiries
- Secure site with secure payment options for bookings
- Multiple language toggle

The ideal freelancer for this project will have:
- Proficiency in WordPress
- Experience with creating mobile-responsive websites
- Knowledge of integrating booking and payment systems
- A good eye for design, particularly in creating modern and minimalist layouts
- Strong problem-solving skills and attention to detail
- Clear communication to ensure the site meets my vision and needs. 

If you're confident in your ability to deliver a professional, user-friendly, and secure short-term rental website, I'd love to hear from you. Please include examples of your previous work and let me know how you plan to approach this project.",https://www.freelancer.co.id/projects/graphic-design/short-term-rental-property-website
Travel SaaS Product Website Design in WordPress,₹1500-12500 INR,"I'm in need of an experienced WordPress designer to customize the Salient theme for my travel SaaS product website. 

Key Requirements:
- Enhancing and customizing colors, fonts, layout, and structure of the Salient theme.
- Incorporating high-quality graphics and images that resonate with the travel industry.
- Focusing on showcasing the product's features and benefits through design.

Key Sections:
- Product Overview: A clear and concise presentation of the product and its key functionalities.
- Pricing and Plans: Transparent and appealing pricing structure to encourage conversions.
- Product Features: Detailed display of the product's features and benefits.

Ideal Skills and Experience:
- Proficiency in WordPress and customization of pre-existing themes.
- Previous experience in designing SaaS product websites, particularly in the travel industry.
- Strong eye for design, with the ability to create engaging visuals that align with the theme's objectives.",https://www.freelancer.co.id/projects/website-design/travel-saas-product-website-design
Limo Company Website Development,$3000-5000 USD,"I'm in need of an experienced web developer to create a visually appealing and functional website for my limousine company. The primary goal of this website is to increase our online bookings, so the booking system is essential.

Key Features:
- Booking System: I need a booking system that includes a calendar date picker, payment integration, and instant booking confirmation. This system should be user-friendly, secure and reliable.
- Fleet and Service Showcase: I want our fleet and services to be showcased in a very attractive and engaging way. This includes:
   - High-quality images: Our limousines should look stunning in the images displayed on the website.
   - Interactive gallery: I want customers to be able to interact with the images to get a detailed view.
   - Detailed descriptions: I need text descriptions that clearly explain the features and benefits of each vehicle and service we offer.

Ideal Skills and Experience:
- Web Development: The ideal candidate should have experience developing websites with booking systems, and should be proficient in integrating payment gateways.
- Design: Experience in creating visually appealing, high-quality, and user-friendly designs is a must.
- SEO: Knowledge of SEO best practices to ensure the website is optimized for search engines.
- Strong Communication: Good communication skills are important to ensure that the project is completed to my satisfaction.",https://www.freelancer.co.id/projects/php/limo-company-website-development
Portfolio Website Development - High-End Design,$250-750 AUD,"I am searching for an experienced web developer to design and launch a high-end looking portfolio website for me. While I was unclear about specific features, ensuring high quality aesthetic and functionality is my foremost concern. The website will be simple with limited pages.

Your responsibilities will include, but are not limited to:

- Proposing a design that is high-end and aesthetically pleasing 
- Developing the proposed design into a fully functional website
- explain / help setting up my email on MacBook, linked to my domain.

Ideal Skills: 
- Website Design 
- Front-end Development
- UX/UI Design 

Experience in creating portfolio websites would be considerably advantageous. Please include your portfolio of past work in your proposal. We can discuss any further details after your bid.",https://www.freelancer.co.id/projects/website-design/portfolio-website-development-high-end
Divi Builder Expert for IPTV Website,$30-250 AUD,"I'm in need of a skilled Divi Builder expert to build a website for my new product, an IPTV Setup Box. 

Essential Features:
- The website will mainly focus on this new product, but will also include information about my IPTV service.
- It should have a dark theme to match the branding of my existing IPTV service and website.

Features of the IPTV Setup Box:
- You will need to integrate it with my Cross Platform IPTV service.
- It's crucial that this setup box be compatible with Android, iOS, and Smart TVs. 

Ideal Candidate:
- Proficient in Divi Builder, with extensive experience in building websites.
- Understanding of IPTV services and setup boxes.
- Skilled in integrating and making platforms compatible. 

Looking forward to working with a professional who can bring this vision to life on ultraxtv.com.",https://www.freelancer.co.id/projects/website-design/divi-builder-expert-for-iptv
Tailored Freelance Opportunities,₹750-1250 INR / hour,"The project is designed to offer a range of freelance possibilities across various fields. Whether you specialize in writing, graphic design, web development, or another area, this project could be a great fit for you.

Key Points:
- The project is open to a wide array of freelance work, from creative fields like writing and graphic design to technical areas like web development.
- Your specific tasks will depend on your skillset.
- You will have the opportunity to take on tasks that align with your expertise and interests.
- There are no specific requirements or preferences for the freelancers who will be selected for the project.

Ideal Skills:
- Proficiency in your chosen freelance field (writing, graphic design, web development or others).
- Flexibility and adaptability to work on varied tasks.
- Strong self-motivation and time-management skills.",https://www.freelancer.co.id/projects/articles/tailored-freelance-opportunities
Student Information Website Design,$30-250 AUD,"I'm in need of a skilled web designer to create a fully responsive website primarily focused on providing information for students. we want someone to design a tutor website, something similar to this website [login to view URL]

Key Requirements:
- The website should be designed with students in mind, ensuring it is user-friendly and easy to navigate.
- The design should be clean, modern and professional.
- It must be fully optimized for mobile devices, ensuring a seamless experience across different screen sizes.
- The site should not only be informative but also engaging and visually appealing for younger audiences.

Ideal Skills:
- Proficiency in web design and development.
- Experience with creating sites optimized for mobile.
- Understanding of user experience (UX) and user interface (UI) design principles.
- Ability to tailor a website's design to a specific target audience.",https://www.freelancer.co.id/projects/website-design/student-information-website-design
Business Card Design: Photoshop Expert Needed,$10-30 USD,"Attached is the front of the business card gonna have it raised foil, I want really small stars and music notes around the rainbow that will be raised foil. For the back it will be that cloud background with peaks of the blue beaming through through like on the front.


I need an experienced Photoshop expert to create a business card design for me. The primary purpose of the graphic design work is for my business card.",https://www.freelancer.co.id/projects/graphic-design/business-card-design-photoshop-expert
Need simple blog website created,$10-30 USD,I am developing an app and I want to apply for an affiliate program and I need a website to be approved. I need a simple basic html blog website on Hawaii. I don't really care about the design or content. I just need a website to be able to apply for the affiliate program,https://www.freelancer.co.id/projects/website-design/need-simple-blog-website-created
Perfect Graphic Designer Needed ** Native Arabic Speaker Preferred ** -- 3,$10-30 USD,"I am in need of a professional graphic designer who can deliver high-quality design work across various mediums, including logo, brochure, and website design. The ideal candidate should have a diverse portfolio, demonstrating their ability to produce creative design elements in various styles. 

Key Responsibilities:
- Create a visually appealing and memorable logo for my brand
- Design a captivating brochure that effectively communicates my brand's message
- Develop a modern and user-friendly website design that resonates with my target audience

Skills and Experience:
- Proven experience in logo, brochure, and website design
- A strong portfolio showcasing a range of design styles
- Proficiency in design software such as Adobe Creative Suite
- Excellent communication skills to understand and effectively execute my design requirements.",https://www.freelancer.co.id/projects/graphic-design/perfect-graphic-designer-needed-native-38209861
Clixlo (Go High Level) Campaign Setup,$8-15 USD / hour,"I'm looking for a professional to set up a Clixlo campaign with the main goal of generating leads. 

Key Requirements:
- Develop a modern and minimalistic landing page
- Set up an email opt-in form and ensure its functionality through testing
- Implement a thank you email
- Create a simple email sequence where I can easily add content over time

Experience in branding is a plus.",https://www.freelancer.co.id/projects/website-design/clixlo-high-level-campaign-setup
Modern Logo and Graphics Design,$30-250 USD,"I am in need of a talented designer who can create a modern, visually striking logo and graphic design for my project. 

Key Requirements:
- The design must convey a modern aesthetic, reflecting my brand's vision and values.
- The color scheme should incorporate a blend of blue, red, green, and yellow.
- Open to suggestions on the font type for the logo.

Ideal Skills and Experience: 
- Proven track record in creating modern, eye-catching designs.
- Proficient in using a variety of design software.
- Excellent understanding of color theory and design principles.
- Strong portfolio showcasing previous logo and graphic design work.",https://www.freelancer.co.id/projects/logo-design/modern-logo-graphics-design-38209842
Vibrant Business Card Design,$30-250 USD,"I'm looking for a bold and colorful design for my business cards, with premium finishes like embossing or foil stamping. 

Key Requirements:
- Bold and Colorful Design: I want the design to be eye-catching and unique, so it stands out from traditional business cards.
- Premium Finishes: The final product should include premium finishes like embossing or foil stamping to add a touch of sophistication and make the card more memorable.
- Company Logo: The design should prominently feature my company logo.

To be considered for this project, you should have:
- A strong portfolio of bold and colorful design work.
- Experience with premium finishes, such as embossing and foil stamping.
- The ability to incorporate a company logo into a design in a way that is both visually appealing and professional.

Looking forward to seeing your proposals.",https://www.freelancer.co.id/projects/graphic-design/vibrant-business-card-design-38209820
Software Company Acquisition Presentation Revamp.. NDA required and material sent after acceptance,$250-750 USD,"I'm seeking a skilled presentation designer to take an existing PowerPoint presentation related to the acquisition of a software company, and reformat it to provide a comprehensive overview of the company and its performance. This revised presentation will be utilized as an educational tool for new managers, giving them insights into how a company is perceived and managed in the real world.

Key Aspects to be Emphasized:
- Company History and Background: The newly designed presentation should capture the essence and journey of the company, including its inception and evolution over the years.
- Product Portfolio: Highlight the range of products the company offers, their uniqueness, and how they contribute to the company's overall success.
- Financial Performance: Provide a clear and digestible overview of the company's financial performance, including key metrics and trends.

Target Audience:
- New Managers and Upcoming Leaders: The presentation should be tailored towards individuals who are in the early stages of their managerial career, aiming to give them a deeper understanding of the company and its operational dynamics. 

Ideal Freelancer for the Job:
- Proficient in PowerPoint: As the desired format is PowerPoint, you should have a strong command of this tool, with the ability to create visually appealing and informative slides.
- Presentation Design Expertise: Prior experience in designing engaging and informative presentations, particularly in a corporate context, will be highly valued.
- Understanding of Corporate Environment: Familiarity with the corporate world and its dynamics will be beneficial in ensuring the presentation resonates with its intended audience.",https://www.freelancer.co.id/projects/content-writing/software-company-acquisition
Graphics Designer,$10-30 CAD,"Produce an animated, seamless looping wordmark/logo. Produce a GIF version.
Brand name: Dark V3nom
Using Lottie standards, design a personalized logo for your 'brand'. Ensure that the motion design matches the brand, the loop is perfectly seamless, and visuals are fully revealed for the majority of it's length.  Upload to Lottie Files and produce link as well as a smaller resolution GIF file using industry standards
- Perfectly seamless loop, professionally finished, complex and engaging using graphic and motion design fundamentals
- 1920 x 1080px, 60 fps - Lottie Files link (published and accessible)
- GIF (640 x 480px, 24 fps) - lowest possible file size
- Animation principles are showcased and the motion design clearly shows the brand tone of voice (research / preproduction workflow, including branding information)

Workflow:
- Designing the Logo of Brand Name in Illustrator
- Animating in After Effects: animation is perfectly seamless for looping
- Exporting with Bodymovin for Lottie - Use the Bodymovin plugin to export the After Effects project as a JSON file
- Creating the GIF: Export the animation from After Effects as a video file


Final Outputs Summary:
1. Lottie JSON Animation
Lottie Files Link
2. GIF Animation
GIF File
Resolution: 640x480 pixels
Frame Rate: 24 fps
File Size: Optimized for minimal file size while maintaining quality",https://www.freelancer.co.id/projects/animation/graphics-designer-38209796
Online Service Booking System with Payment Processing,€250-750 EUR,"I am in need of a freelancer to create an online booking system for my service-based business. 

Key requirements:
- The system should allow customers to schedule and book services through a user-friendly interface.
- There should be a payment processing feature integrated into the system for seamless transactions.
 
It's important that the system is easy to navigate and understand, as I want to provide my customers with a positive experience when booking my services. 

Ideal Skills and Experience:
- Proficiency in developing online booking systems, particularly for service-based businesses.
- Experience in integrating secure and user-friendly payment processing systems.
- Strong UI/UX design skills to create an intuitive and visually appealing interface.
- Prior experience with calendar integration would be a plus. 

I am open to suggestions on how to enhance the booking system, so I am looking for a freelancer who can offer a creative and efficient approach to the project. I value clear and prompt communication throughout the development process.",https://www.freelancer.co.id/projects/graphic-design/online-service-booking-system-with
E-commerce Website Development with Contact Form,£250-750 GBP,"I'm looking for a skilled web developer to create an e-commerce website for my business. The design and functionality should be similar to [login to view URL], but with an added feature of a contact form instead of directly selling products.

Key Requirements:
- Develop an e-commerce website with an engaging and user-friendly design
- Incorporate a contact form as the primary method for users to express interest in products
- Ensure the website is responsive and compatible across all devices

Ideal Skills and Experience:
- Proficiency in e-commerce website development, preferably with experience in both selling products and incorporating contact forms
- Strong knowledge of front-end and back-end web development
- Familiarity with responsive design and cross-browser compatibility
- Excellent communication and problem-solving skills

If you have the expertise and creativity to develop this e-commerce website with a contact form, I'd love to hear from you. Please provide examples of similar projects you've completed.",https://www.freelancer.co.id/projects/website-design/commerce-website-development-with-38209776
Bubble.io PDF Viewer and basic edit functions,$30-250 AUD,"I'm in need of a professional who can build a simple, yet efficient PDF viewer and basic editor on [login to view URL] for me. The project needs to be completed as soon as possible. 

This is a FIXED PRICE Project, given the below scope clearly defined and accurate you must provide your final bid first.

Important: This must be using [login to view URL], i will provide the freelancer with user login to the account when awarded.

All scope shown in the attached two images. The icons in the two floating tools bars are just placeholders, no functionality to provide at this point with the exception of the arrow (see files scope). 

The main functionalities of this tool should include:
- Upload PDF files - Store your projects and plans in one place online. *Any size document, PDF or images only
- Ability to export to multiple formats PDF, JPG or word and microsoft files
- Manage files folders and related features
- Zoom in and out feature
- Ability to highlight and underline text
- Option to add comments and annotations
- Data must be saved to Bubble's DB structures, retrievable each time users returns to the folder/file saved
- Responsive in full, design can accommodate any screen size
- Minimal plugins to be used (only [login to view URL] related features and technology).
*IMPORTANT: Be well experienced and full knowledge of using [login to view URL] and related [login to view URL] technology. All technology used here, must be purposed within [login to view URL] and related features. No external references
*Able to complete this project within 3 weeks
*All IP are the sole ownership of the client awarding this project

In terms of design, I'm open to suggestions. However, as the project is time-sensitive, it should be a design that's efficient, user-friendly, and professional.

The ideal candidate for this project should have:
- Prior experience with [login to view URL]
- A strong understanding of PDF viewer and editor functionalities
- Ability to work under time constraints
- Good communication skills to keep me updated on progress. 

If you have experience in similar projects or believe you have the skills required, I'd love to hear from you. Let’s bring this project to life together.",https://www.freelancer.co.id/projects/pdf/bubble-pdf-viewer-basic-edit
Trading Platform Functionality Design,$250-750 USD,"I'm seeking a talented designer to focus on the functionality design of a new trading platform. This platform will be primarily used via web browsers and desktop applications.

Key Features:
- Real-time Market Data: The platform should provide live, up-to-date information to help users make informed trading decisions.
- Order Placement and Execution: It should be seamless for users to place and execute trades efficiently and accurately.
- Account Management: A user-friendly interface for managing accounts, viewing transaction history, and monitoring performance is essential.

Your role will be to ensure that the platform is not only visually engaging but also intuitive and efficient in its functionality. The ideal candidate will have experience in user interface design, specifically on trading platforms, and a focus on web and desktop applications. Experience with real-time data integration is a plus.",https://www.freelancer.co.id/projects/graphic-design/trading-platform-functionality-design
Illustrative Logo Design,$30-250 AUD,"I am in need of a logo design.

Key Elements:
- re-draw existing graphic
- remove old vehicles
- add new vehicles (style taken from photos)
- supply as vector PDF

Ideal Skills:
- Proficiency in graphic design
- Experience with illustrative design
- Ability to redraw and manipulate vehicle/graphics
- Creativity and a keen sense of brand aesthetics.",https://www.freelancer.co.id/projects/graphic-design/illustrative-logo-design-38209702
Brand Identity Logo & Preload Page Design,$250-750 USD,"I'm seeking a talented graphic designer to modify a logo for my brand and create a website preload page, both of which should be cohesive in terms of design and color scheme. 

Key Tasks:
- Modify our logo per the example provided
- Create a preload page that keeps the viewer's attention while pages load 

Requirements:
- Proficiency in graphic design and branding
- A strong portfolio demonstrating previous logo and website preload page designs
- Ability to work with specific color schemes/themes
- Understanding of brand identity and the importance of visual consistency across different platforms. 

Please note that I already have specific colors/themes in mind for this project, so the ability to follow these guidelines is essential. 

I'm open to your creative input and look forward to seeing how you can bring my brand to life through your designs.",https://www.freelancer.co.id/projects/graphic-design/brand-identity-logo-preload-page
Colorful Social Media Posts Designer,$30-250 USD,"I'm in need of a skilled social media marketer with strong graphic design skills. I require 7 brightly colored posts per week, targeting Facebook and Instagram. The main goal of these posts is to generate leads and conversions for my brand. 

Key Requirements:
- Experience in social media marketing, particularly on Facebook and Instagram google maps 
- Proficiency in graphic design, with a portfolio of bright and colorful designs
- Ability to generate creative, engaging and converting content
- Proven track record of driving leads and conversions through social media posts

Your role will be to:
- Create 7 posts per week, reflecting the bright and colorful design theme
- Ensure each post is targeting the right audience on Facebook and Instagram
- Monitor the performance of each post, tweaking the strategy for higher conversion rates
- Provide weekly reports on the progress and success of the campaign

Ideal candidates should be able to deliver a combination of strong social media marketing skills and eye-catching design. Please include a link to your portfolio in your bid.",https://www.freelancer.co.id/projects/social-media-marketing/colorful-social-media-posts-designer
Professional Cargo Service Website Redesign,$30-250 USD,"HI
Required New website design wordpress  following tamplate we got the license 

[login to view URL]

reference website but cant be same 
[login to view URL]

you need to get the content writer and licensed photos 
we will provide few of our videos etc to put on the site",https://www.freelancer.co.id/projects/website-design/professional-cargo-service-website
E-commerce Website Development,$30-250 USD,"I am in need of a skilled web developer to build an e-commerce website for my business. 

Key Requirements:
- Development of a fully functional e-commerce platform, including shopping cart and payment gateways
- Integration of basic features like product pages, categories, and search capabilities
- Ensuring a user-friendly interface for easy navigation and quick purchase processes

Skills and Experience:
- Proven experience in e-commerce website development
- Deep understanding of different e-commerce platforms and technologies
- Ability to implement security measures and optimize website speed for a seamless user experience


The site will will have the same or similar pages to : [login to view URL]

I will provide you with the design itself for you to follow the theme.  You will be guided on what to do, but please assume you will be creating the same number of pages as the reference. 

I will share with you the design theme plate format with the necessary adjustments (addition and/or subtraction). 
There is an existing site and this new site you will be building will be with the new designs and this will be woocommerce.


I have already done the design so the budget is a max of $150",https://www.freelancer.co.id/projects/website-design/commerce-website-development-38209645
Existing Business Web-Based Multi-Game Integration,min $50000 USD,"I'm seeking a professional who can help me integrate a pre-built system containing various popular games into my existing business's website. The system must be readily available and ready for integration. 

Key Requirements:
- The games should be available on a web-based platform only. No mobile app integration required.
- A focus on in-game rewards to enhance user engagement.

Ideal Skills and Experience:
- Extensive experience in game development and integration.
- Proficiency in web-based game integration.
- A track record of successful in-game reward system implementation.",https://www.freelancer.co.id/projects/php/existing-business-web-based-multi
Service-Based Ecommerce Web Application,$1500-3000 CAD,"I'm in need of a high-performing e-commerce web application specifically designed for marketing and managing services related to assembly. 

Key Tasks:
- Building a user-friendly platform which makes assembly services easy to find and purchase
- Implementing a robust backend to accurately track transactions and service delivery scheduling

Ideal Skills:
- Striking a balance between functional and aesthetically pleasing design
- Experience with service-focused e-commerce platforms
- Great knowledge about the assembly service industry would be advantageous. 

This is not a standard product-based e-commerce site; the successful freelancer must understand the nuances of selling services online and translate that into a functional interface.",https://www.freelancer.co.id/projects/php/service-based-ecommerce-web-application
Mobile App Development for Food Management with Computer Vision,$3000-5000 USD,"I'm looking for a highly skilled AI and mobile app developer who can create a comprehensive food management app. This app will utilize computer vision to scan food items and provide users with valuable information such as expiration dates, nutritional content, and recipe suggestions. 

Key features of the app:
- User-friendly interface for scanning and managing food items
- Computer vision technology to recognize various food products
- Database integration for tracking expiration dates and providing nutritional information
- Recipe suggestion feature based on scanned and inputted food items
- Reminder system for upcoming expiration dates to reduce food waste
- Cross-platform compatibility for both iOS and Android devices

Ideal Candidate:
- Proven experience in AI, specifically computer vision, and mobile app development
- Portfolio showcasing previous work with similar technologies
- Strong understanding of database management and UI/UX design
- Ability to communicate complex AI concepts in simple terms
- Detail-oriented with a focus on delivering a high-quality user experience

The final product should help users easily manage their food inventory, promote healthy eating habits, and minimize waste. I'm looking forward to collaborating with an expert to bring this vision to life.",https://www.freelancer.co.id/projects/iphone-app-development/mobile-app-development-for-food-38209618
Realistic Pet-Inspired Logo Design,$250-750 USD,"I need a creative professional to design a logo for me. Ideally, this will be a realistic illustration of my dog. A few important points about the project:

- Include Text: The logo should include some text alongside the drawing of my dog. I want the text and image to blend seamlessly, enhancing each other in a meaningful way.
- One Dog: The logo should only feature one dog. I'll provide reference photos to help capture my pet's unique traits.

To ensure the success of the project, strong skills in graphic design and realistic illustration are required. Experience in pet or animal illustration will be highly beneficial. I need someone who can take my ideas and translate them into a visually engaging and memorable logo.",https://www.freelancer.co.id/projects/graphic-design/realistic-pet-inspired-logo-design
