title,price,description,link
Multi-Course Mobile Learning App Development,₹12500-37500 INR,"I'm looking for an experienced mobile app developer to create an Android and IOS app for students to access a variety of courses. The app should include an admin panel for me to manage the course content.

The app should:
- Offer academic subjects and professional development courses.
- Include a payment gateway for students to pay the course fees.

I'm not entirely sure about the design requirements yet, so the ideal candidate will have a strong understanding of UI/UX principles and be able to advise on the best design approach for this kind of app. 

The project will also require:
- Integration of a secure payment gateway.
- Development of an intuitive and user-friendly interface.
- Implementation of an effective admin panel for course management.

Ideal skills for this project include:
- Proficiency in both Android and IOS app development.
- Previous experience with e-learning or course delivery apps.
- Strong understanding of payment gateway integration.
- Ability to develop a robust admin panel for content management.",https://www.freelancer.co.id/projects/android/multi-course-mobile-learning-app
Edutech App Design for Bite-Sized Learning,$30-250 USD,"I'm in need of a skilled product designer to create a user-friendly and engaging mobile application focused on bite-sized learning. The app will be designed for both iOS and Android platforms. 

Key Requirements:
- The primary target audience for the app will be adults (19 years and above), so the design should be appropriate for this age group.
- The app must include features such as quizzes and tests, progress tracking, and interactive lessons. 

Ideal Skills and Experience:
- Proven experience in designing educational apps, especially in the edutech sector.
- Proficiency in designing for both iOS and Android platforms.
- Knowledge of user experience (UX) and user interface (UI) design principles.
- Understanding of adult learning behaviors and how to engage this age group through design.
- Creativity in incorporating features like quizzes, progress tracking, and interactive lessons in a user-friendly manner. 

This is an exciting opportunity for a creative and experienced designer to contribute to the field of edutech. If you have the skills and experience necessary for this project, I'd love to hear from you.",https://www.freelancer.co.id/projects/mobile-app-development/edutech-app-design-for-bite
Android App Promotion Specialist Needed,$30-250 USD,"I am seeking a skilled professional to help me promote my Android app.

Key Responsibilities:
- Design and execute an effective strategy to promote my Android app
- Utilize various promotion tactics to increase the app's visibility and attract new users
- Monitor and analyze the success of different strategies

Ideal Candidate:
- Proven experience in promoting Android apps
- Strong understanding of the Android market and the best promotion practices
- Excellent analytical and problem-solving skills
- Ability to work under pressure and meet tight deadlines

This is an urgent project, and I'm looking for someone who can start immediately and deliver results quickly.",https://www.freelancer.co.id/projects/android/android-app-promotion-specialist-needed
Satta matka app with source code,₹1500-12500 INR,"If you have already, then share me demo... 
No hy hello only ready forward deal, advance mang kar gali na khayein",https://www.freelancer.co.id/projects/android/satta-matka-app-with-source
Recetario,$250-750 USD,"I'm in need of an experienced mobile app developer who can create an app for both Android and iOS platforms. The main purpose of the app is for creative use, although it's not specified if this is for e-commerce, education/tutorials or gaming. Essential features to include:

- User registration and login
- A unique 'math' functionality, though the specific requirements for this will be discussed further during development.
-A sistem to create, update and follow up recipes
-Timer
-Stop watch
-Yield 
-conversion 

Ideal candidates should be proficient in cross-platform development, as well as have a proven track record of integrating user login and registration systems into mobile apps. An understanding of the 'math' function is a plus, but not required. Deadline-driven individuals with a keen attention to detail are preferred.",https://www.freelancer.co.id/projects/iphone-app-development/recetario
Taxi Booking Platform Development,$30-250 USD,"I am looking for a developer with a proven track record in building taxi booking applications. I need a web-based platform that can effectively manage all aspects of a taxi service. 

Key Features Required:
- GPS Tracking: The platform should enable real-time tracking of vehicles, ensuring accurate passenger pick-ups and drop-offs.
- Payment Integration: Secure payment processing is essential. It should support multiple payment gateways to facilitate smooth transactions.
- Ride Scheduling: The platform should allow users to pre-book rides, thus enabling efficient time management for both passengers and drivers.

The ideal candidate should have prior experience in developing similar solutions, with excellent proficiency in API integration. The project needs to be completed within a month, so a proactive, efficient approach will be highly valued. 

Please provide details of your previous work in this field and your proposed methodology for my project.",https://www.freelancer.co.id/projects/php/taxi-booking-platform-development
Laravel Website to App Conversion,$250-750 USD,"I'm seeking a skilled app developer to convert my Laravel website into a comprehensive and user-friendly app for both iOS and Android. The app should incorporate push notifications, catering specifically to the nature of my game.

[login to view URL] this is my website 
demo login
mollie[at][login to view URL]    <replace [at] with @
Mollie123!!

Key Requirements:
- Conversion of Laravel website to a well-functioning app 
- Inclusion of push notifications for a game
- Provision of daily rewards, new levels or challenges, and special events or tournaments through push notifications.

Ideal Skills and Experience:
- Proficiency in both iOS and Android app development
- Strong background in Laravel and web-to-app conversion
- Experience with integrating push notifications
- Prior work on gaming apps is a plus. 

I'm looking for a developer who can deliver a polished product, ensuring smooth user experience and effective push notification delivery.",https://www.freelancer.co.id/projects/php/laravel-website-app-conversion
React Native Mobile App Developer,$750-1500 USD,"I am actively seeking a skilled React Native Developer to construct a mobile application compatible with both Android and iOS. The core functionalities of the project include:

Create a mobile application interface for purchasing and managing eSIM plans. The app should allow users to browse, purchase, and manage their eSIM data plans for different countries and regions. Key Features User Registration and Authentication Users should be able to register and log in using email or social media accounts. Plan Browsing and Selection Display a list of available eSIM plans for different countries and regions. Include details such as provider, price, data allowance, and validity period. Plan Purchase and Management Allow users to purchase eSIM plans directly through the app. Display purchased plans and remaining data balance. Include options to top up data balance. Dashboard Provide an overview of the user’s current plan, data usage, and remaining balance. Display usage statistics in an easy-to-read format. Notifications Send notifications for plan expiration, low balance, and special offers. Payment Integration Integrate with payment gateways to facilitate the purchase of eSIM plans. User Interface and Experience Create a clean, modern, and intuitive interface similar to the provided design. Ensure the interface is responsive and works well on various screen sizes. Just like this UI: [login to view URL]

I have the APIs In JSON Postman Collection for getting the eSIMs and their pricing and details and also ordering APIs.

It also returns gradient colors and logos of networks and countries",https://www.freelancer.co.id/projects/mobile-app-development/react-native-mobile-app-developer-38205245
Game A Windows Limit Removal o hwid spoofer,€30-250 EUR,"I am looking for a skilled developer who can help me modify Game A to allow for more than 3 windows open at once. This project aims at enhancing the game's features and user experience.

Key Objectives:
- Remove the limitation of only three windows in Game A
- This will serve to expand the gameplay options and increase the overall efficiency of the game

Desired Features:
- The primary feature I am looking to add is additional characters. This will provide users with more diverse and engaging gameplay options.

The ideal candidate for this project should have:
- Proven experience in game development, particularly in modifying existing games
- Strong understanding and experience with the game engine used for Game A
- Proficiency in adding new features to games, ideally additional characters
- Prior experience with enhancing game efficiency through modifications

If you possess these skills and can help me expand the capabilities of Game A, I would be thrilled to hear from you.",https://www.freelancer.co.id/projects/cplusplus-programming/game-windows-limit-removal-hwid
Automobile Dealers Mobile Sales App,₹1500-12500 INR,"I'm in need of a mobile application that can help me increase my sales as an automobile dealer. The app will be developed for both iOS and Android platforms. 

Key Features:
- Vehicle listing and details: The app should enable me to list my vehicles with detailed information on the platform. Potential buyers should be able to browse through the listings with ease.
- In-app messaging: A crucial element of the app will be the ability for customers to communicate with me directly, inquire about vehicles, negotiate, and make offers.
- Dealer services: There should be a section where I can offer valuable after-sales services, such as insurance, RTO, or financing options.
- Record Management: There should be a section where user can record sale & purchase data related to particular vehicle

Ideal Skills and Experience:
- Proficiency in mobile app development, particularly for iOS and Android platforms.
- Experience in incorporating messaging functionalities within an app.
- Design capabilities to ensure the app is user-friendly and visually appealing.
- Knowledge of automobile industry, particularly in sales.

If you have experience in developing similar sales-oriented mobile apps, please do get in touch.",https://www.freelancer.co.id/projects/iphone-app-development/automobile-dealers-mobile-sales-app
Multi-Service Provider Mobile App Development,$3000-5000 USD,"I'm in need of a mobile app developer with expertise in both iOS and Android platforms. The project involves creating a comprehensive service provider app that offers a range of services including housemaid, nanny, driver, salon, cleaning, and maintenance services. 

Key Features Required:
- User Registration and Login: A seamless process for users to create accounts and sign in.
- Service Booking and Scheduling: An intuitive system for booking and scheduling services.
- Live GPS Tracking: An essential feature for tracking service providers in real-time.
- Payment Integration: A secure and hassle-free payment gateway.
- Review and Rating System: A feature for users to rate and review the services received.
- Push Notifications: Automated notifications to keep users informed about the status of their bookings.
- In-App Messaging: A communication feature to allow users and service providers to communicate within the app.
- Online Secure Payment: Implement a secure online payment system.
- Admin Web Server: A back-end system for managing and monitoring the app.
- Separate Log-In for Service Providers: A separate log-in interface for service providers to manage their availability and bookings.

Design Preference:
The app should have a colorful and vibrant design to enhance user engagement and aesthetics.

Ideal Skills and Experience:
- Proficiency in developing mobile applications on iOS and Android platforms.
- Experience with GPS integration.
- Expertise in implementing secure payment gateways.
- Familiarity with user review and rating systems.
- Strong UI/UX design capabilities, especially in creating colorful and vibrant interfaces.",https://www.freelancer.co.id/projects/iphone-app-development/multi-service-provider-mobile-app
Payment System Development with User Tracking,₹12500-37500 INR,"I'm in need of a skilled developer to create a robust payment system for my website, which will allow users to upload their bank account information and provide a QR code for transactions. 

Key features required:
- **Payment Methods**: The system should support both bank account uploads and QR code scans.
- **User Registration**: The website should feature email and phone number verification for user registration.
- **User Tracking**: It is essential to have a mechanism in place that counts users and tracks fund flow data against the bank accounts provided by each user.
- **Security**: The payment system must be secure, incorporating two-factor authentication and SSL encryption to protect user data and transactions.

Ideal skills and experience for the job include:
- Proficiency in payment system development
- Strong understanding of user tracking and data management
- Prior experience with implementing secure payment systems
- Knowledge of two-factor authentication and SSL encryption implementation

This system is only used in India,",https://www.freelancer.co.id/projects/php/payment-system-development-with-user
Outseta and Webflow Integration,€8-30 EUR,"I'm looking for a skilled developer to help me integrate Outseta and Webflow. The goal is to set up a system that restricts access to certain content (specifically videos, articles, and downloads) for users. 

Key Requirements:
- The user access to the restricted content should be controlled by login credentials and membership subscription.

Existing User Database:
- I don't have a pre-existing user database or authentication system, so I would be open to recommendations on the best approach to take.

Ideal Skills and Experience:
- Proficiency in Outseta and Webflow
- Experience with setting up content restrictions
- Knowledge of Membership subscription systems 
- Strong understanding of user databases and authentication systems

Please let me know if you have any further questions.",https://www.freelancer.co.id/projects/website-design/outseta-webflow-integration
Cross-Platform P.W.A with Notification Integration via onesignal,$10-30 USD,"I'm looking for an experienced developer who can create a Progressive Web App (P.W.A) for both Android and iOS. The app should support push notifications, utilizing OneSignal, to deliver app updates and news.


Key Requirements:
- Develop a P.W.A that is compatible and functional on both Android and iOS platforms
- Implement OneSignal for push notifications
- Ensure notifications are used to deliver app updates and news

Please include in your application:
- Relevant experience in developing [login to view URL]
- Past projects that showcase your ability to work with notifications and OneSignal
- A detailed project proposal outlining your approach to creating this P.W.A, including how you plan to handle notifications and user engagement.",https://www.freelancer.co.id/projects/android/cross-platform-with-notification
Multi-Platform Modern Delivery App Development,₹37500-75000 INR,"I'm looking to work with an adept developer to create a delivery partner app that will be available across iOS, Android, and the web. 

Key Features:
- Tracking Orders: In a delivery cycle, knowing where an order is at any given moment is crucial. The app has to have a real-time tracking feature.
- Real-time Notifications: I want this app to send real-time notifications to let users know about any updates or changes.
- Payment Integration: A seamless payment integration feature is required for easy checkout for the users. 

Design Preferences:
I have a penchant for a modern design. The user interface should be intuitive, appealing, and business-oriented. 

Skills & Experience:
The ideal partner for this project would be someone experienced in mobile and web development, especially with a background in developing delivery service apps. Proficiency in iOS, Android, web app development, and a deep understanding of real-time tracking, push notifications and payment gateway integration is a must. Familiarity with modern design aesthetics is a plus.",https://www.freelancer.co.id/projects/iphone-app-development/multi-platform-modern-delivery-app
Cross-platform App Development,$600-2200 USD,"I'm seeking a talented app developer with experience in creating apps for both iOS and Android. 

Key Requirements:
- The app needs to be seamlessly functional on both iOS and Android devices
- You must be able to provide a detailed project proposal outlining your approach to the development process, including key milestones, estimated timelines, and any potential challenges you foresee
- There is no strict deadline for this project. I value quality and efficiency over quick delivery. 

Ideal Skills and Experience:
- Proficiency in cross-platform app development frameworks like React Native, Flutter, or Xamarin
- A diverse portfolio showcasing successful cross-platform app projects
- Strong communication skills to collaborate effectively and keep me updated throughout the development process

Please apply with a detailed project proposal outlining your approach to this project. Looking forward to working with you.",https://www.freelancer.co.id/projects/iphone-app-development/cross-platform-app-development-38204787
Android Dictionary App Development,₹600-1500 INR,"I am in need of a skilled Android app developer, ideally one who has prior exposure to educational or utility apps. The objective is to build an intuitive dictionary app with the following specifics:
- Features a search function for quick word look-ups
- Admin-only capabilities for adding words/definitions
- App should solely operate with internet connectivity, no offline mode expected.

Experience in building search algorithms or previously creating apps with search functionality is desirable. No need for social media integration, keeping user-interface simple and focused on the main functionality is crucial.",https://www.freelancer.co.id/projects/android/android-dictionary-app-development-38204797
Employee Task Management Android App,₹1500-12500 INR,"I need a versatile and efficient Android application developed for managing tasks and employees in my business. The app’s main features should include:

1. Task Assignment:
   - An administrator should manually assign tasks to employees within the app, facilitating a streamlined workflow.
   
2. Task Tracking:
   - The app should enable consistent updates on task progression to keep administrators up to date at all times.
   
3. Text Message Integration: 
   - This feature should provide a method of communication directly within the app, to discuss task specifics or any further details with employees.

Ideal Skills required for this job:
  - Android app development: You should have experience in creating smooth, user-friendly apps with a clear interface.
  - Familiarity with task management software
  - Methods for safe, secure text message integration in-app
  - Exceptional communication skills: to understand the specifications clearly and to provide periodic development updates.

This app is aimed towards promoting a highly organized and effective working environment, thus attention to detail, problem-solving abilities and a strong understanding of workflow automation are key.",https://www.freelancer.co.id/projects/android/employee-task-management-android-app
Mobile Open World Game Development in Unity3D,$1500-3000 USD,"I'm looking for a talented development team to create a top-tier mobile game environment for Android using Unity3D. The game is inspired by GTA San Andreas, aiming to provide a realistic open world exploration experience. 

Key Features:
- Open World Exploration: The game should offer a vast, immersive world for players to explore and interact with.
- Realistic Graphics: We're aiming for a high-quality, realistic visual experience that will engage players.

Ideal Skills & Experience:
- Strong Unity3D expertise: The development team should have a proven track record in developing games on Unity3D, with a strong portfolio to showcase.
- Mobile Game Development: Experience in creating mobile games, particularly for Android, will be a huge advantage.
- Open World Game Design: Understanding of open-world game mechanics and design principles is essential.
- Realistic Visual Design: A keen eye for realistic visual design and experience in delivering high-quality graphics.

If you have the skills and experience to bring this ambitious project to life, I'd love to hear from you. Please include samples of your previous work and a proposed plan for this project in your bid.",https://www.freelancer.co.id/projects/unity-3d/mobile-open-world-game-development
Restaurant Delivery App Development,$1500-3000 USD,"Hello,

I'm based in Saudi Arabia,

Anyway, I want a complete open-source version that includes all the features and requests I need, such as:

1. **Delivery Orders**
   - From the branch to the client's address.

2. **Receive Orders**
   - Ordering and receiving directly from the branch.

3. **Drive-Thru Orders**
   - The order is directed to your car.

4. **Dine-In Orders**
   - Browse, order, and pay from the table.

5. **Receive and control requests easily**
   - Complete control is yours, as you can control and receive orders from several channels such as the order receiving application, a web page, the Foodex or Flexible point of sale.

6. **Strengthen your relationship with your customers**
   - Maintain your existing customers and encourage them to repeat purchases through a flexible loyalty program that helps you offer discounts and points in more than one way, in addition to marketing solutions such as discount coupons, cashback, and linking with other platforms.

7. **Integration with Global and Saudi Payment Gateways**
   - The application should support integration with both global and Saudi payment gateways.

8. **Mobile Applications for iOS and Android**
   - There should be dedicated applications for iPhone and Android for customers.

9. **Web Platform for Order Management**
   - A website for managing and receiving orders.

10. **WhatsApp Notifications for Customers**
    - Sending WhatsApp messages to customers for order status updates such as order completion, in-progress delivery, and more.

I plan to offer the application and website to shops in Saudi Arabia, with a yearly subscription model.

Additionally, I would like to see examples of similar previous work you have done.

I wonder if you have the capability to work on this and be responsible for all continuous updates, errors, and issues. You should have enough time for modifications or handling technical problems.

I look forward to your response eagerly. Thank you.",https://www.freelancer.co.id/projects/mobile-app-development/restaurant-delivery-app-development
Flutter Mobile & Desktop Productivity App,$30-250 CAD,"I'm looking for a Flutter Developer who can help me create a productivity app that will run on iOS, Android, and desktop.

This app will be used to inspect the facilities in the rooms of many houses to know if they are working or faulty, or misused. It will be used in a remote area where the internet network is a serious challenge, and thus, we are considering making it strictly offline or, better still, offline/online such that they can use it in offline mode when they are working, and once they finish, the data will synchronize to save online. The app aims to store the conditions of the facilities in the house, and we can decide what to fix or what actions to take regarding the house or room.

Key Features:
- Task Management: The app should offer a platform for creating, assigning, and tracking tasks to help users stay organized. Also, there is a checklist that the users use to check the conditions or status of the facilities in the house (such as water, electricity, door keys, sanitation, etc.) to know if they are working or not. This activity is carried out once every week, and the data are constantly being stored in the database for decision-making purposes.
- Calendar Integration: It should be able to synchronize with other calendar apps, ensuring users can manage their schedule efficiently.
- File Sharing: Users should be able to share files easily through this app.
- Photo Capturing: The app should also have a feature that enables users to capture photos of faulty or misused facilities for record purposes, and such can be pulled easily through searching
- Data Extraction/Analysis for Business Decision: The app should be able to extract and analyze relevant data to support users in making informed business decisions. 
- Pin Authentication: For security purposes, the app should have a pin feature to authenticate users.
- Export/Import of Data should be incorporated
- Sorting, searching, and visualizing information in the database should not be a challenge. Data can be sorted based on date/time, house, room, etc. The information searched through the form should also be presented in a chart format for easy visualization.

Ideal Skills and Experience:
- Proficient in Flutter: Deep understanding and experience in cross-platform app development using Flutter.
- Task Management System: Prior experience in developing task management systems would be highly beneficial.
- Calendar Integration: Previous work with calendar integration would be a plus.
- Security Features: Experience in implementing security features, like pin authentication, would be an advantage.
- Data Analysis: Knowledge of data extraction and analysis is necessary.
More details will be shared if you are selected.",https://www.freelancer.co.id/projects/android/flutter-mobile-desktop-productivity-app
Android App with Online Payment,$15-25 USD / hour,"I'm looking for a skilled Android developer to create an app with an online payment system.

Key Features:
- Android App Development: The project is focused on developing an Android application.
- Online Payment System: The app will need a secure, efficient, and user-friendly online payment system.

Ideal Skills and Experience:
- Proven experience in Android app development.
- Expertise in implementing online payment systems.
- Strong understanding of security measures related to online transactions.
- UI/UX design skills to ensure a smooth user experience.
- Knowledge of relevant coding languages and frameworks.",https://www.freelancer.co.id/projects/android/android-app-with-online-payment-38204485
Mobile Adventure Game Development,$30-250 USD,"I'm looking for a talented developer to create a mobile adventure game for both iOS and Android platforms. The game should incorporate the following features and functionalities:

- Online Multiplayer: The game should allow users to play with one another online, adding a social and competitive aspect to the gameplay.
- In-App Purchases: Monetization is an important aspect of the game, so the developer should incorporate in-app purchases strategically to enhance user experience and generate revenue.
- Leaderboards: The game should have a feature that allows users to compete for high scores, adding a competitive edge and encouraging replayability.

The theme of the game is adventure, and I'm looking for a developer who can bring creativity and innovation to the table. The ideal candidate should have experience in game development, particularly in creating engaging game experiences, and working on mobile platforms, especially iOS and Android. The developer should be able to work efficiently and communicate effectively throughout the development process. I'm looking forward to working with a driven and creative developer who can bring my game app vision to life.",https://www.freelancer.co.id/projects/iphone-app-development/mobile-adventure-game-development
Mobile Adventure Game Development,$30-250 USD,"I'm looking for a talented developer to create a mobile adventure game for both iOS and Android platforms. The game should incorporate the following features and functionalities:

- Online Multiplayer: The game should allow users to play with one another online, adding a social and competitive aspect to the gameplay.
- In-App Purchases: Monetization is an important aspect of the game, so the developer should incorporate in-app purchases strategically to enhance user experience and generate revenue.
- Leaderboards: The game should have a feature that allows users to compete for high scores, adding a competitive edge and encouraging replayability.

The theme of the game is adventure, and I'm looking for a developer who can bring creativity and innovation to the table. The ideal candidate should have experience in game development, particularly in creating engaging game experiences, and working on mobile platforms, especially iOS and Android. The developer should be able to work efficiently and communicate effectively throughout the development process. I'm looking forward to working with a driven and creative developer who can bring my game app vision to life.",https://www.freelancer.co.id/projects/iphone-app-development/mobile-adventure-game-development
E-commerce Android App Development,₹37500-75000 INR,"I'm seeking an experienced app developer to create an e-commerce Android app. This project calls for a high level of proficiency in API integration, encompassing the following features:

- Implementing Payment Gateway API: Your expertise should include familiarity with a wide range of payment gateway setups and security. The aim is to integrate this feature seamlessly into the app to ensure user-friendly payment processes.

Ideal candidate will have experience in:

- Android app development
- API integration specifically with payment gateway API
- E-commerce applications

Proven track record in these areas will be highly valuable. I am looking forward to your proposals!",https://www.freelancer.co.id/projects/android/commerce-android-app-development-38204368
Mobile Reservation App Development,$30-250 USD,"I am seeking a reliable and experienced developer to create a mobile app which will serve primarily as a reservation system. 
Key feature requirements include: 
- Booking management: I require an efficient system to manage and organize bookings. 
- Calendar integration: An integrated calendar feature for appointment scheduling and availability display is essential. 
- Payment processing: The app must include a secure payment processing system for ease of transaction. 
Ideal developers for this job should have a strong background in mobile app development and a solid understanding of booking systems, digital payments processing and calendar applications. Familiarity with similar projects will be a significant advantage.",https://www.freelancer.co.id/projects/mobile-app-development/mobile-reservation-app-development
Poker Game Fix & Update,€250-750 EUR,"I'm in need of a game developer with expertise in fixing bugs and glitches, particularly in dealing with crash issues during gameplay, to improve my Android poker game. 

- Current Issues: The game is currently crashing during gameplay  ( server stops )and contains several bugs and glitches.
- Additional Features: I'm also looking to enhance the game by adding new features. These could range from new game modes, additional in-game content, or improved user experience.

Ideal Skills and Experience:
- Proven experience in fixing game crashes and bugs.
- Proficiency in Android game development.
- Strong knowledge of poker game mechanics.
- Ability to introduce new features without compromising the game's existing integrity. 

Your work on this project could potentially lead to future collaborations on enhancements or other game development projects.",https://www.freelancer.co.id/projects/android/poker-game-fix-update
Non-Verbal Communication Skills Development  -- 2,₹750-1250 INR / hour,"I am seeking a skilled professional to assist me in improving my non-verbal communication skills, specifically tailored for social media and blog usage. 

Key responsibilities will include:
- Providing guidance on the significance of body language, voice modulation and facial expressions in effective communication.
- Offering practical tips and techniques for enhancing non-verbal communication in social media and blog posts.
- Assisting me in applying these strategies in a practical setting, ensuring their efficacy and relevance in real-world scenarios.

The ideal candidate will have:
- Proven expertise in non-verbal communication and its applications in social media and blog writing.
- Strong analytical skills to identify areas for improvement and develop tailored strategies accordingly.
- Excellent interpersonal and teaching abilities to effectively convey and instill these skills.

Your support will be invaluable in enhancing my communication proficiency and ensuring that my social media and blog posts are engaging and impactful.",https://www.freelancer.co.id/projects/mobile-app-development/non-verbal-communication-skills
Android LMS App Development,₹1500-12500 INR,"I'm in need of an experienced Android developer to work on my Learning Management System (LMS) project. 

- Skills Needed:
  - Strong Android development background
  - Proficiency in integrating PDF viewer
  - Previous experience in LMS development would be a plus

The key features for this project include:
- Course Management
- Support for Text-based courses
- Integration of a PDF Viewer

I'm looking for someone who can bring all these elements together into a user-friendly, efficient Android app. Please provide a portfolio of your previous work and any relevant experience in your proposal.",https://www.freelancer.co.id/projects/android/android-lms-app-development
Advanced Kotlin Coding Instructor Needed,$8-15 USD / hour,"I'm looking for someone who can teach me advanced Kotlin coding skills specifically in Android app development. 

Key Requirements:
- Prior learning of Kotlin: You should have a good grasp of Kotlin programming as I'm looking to delve into advanced aspects.
- Teaching experience: You need to have experience teaching Android development and advanced Kotlin concepts.
- Flexibility: The sessions should be an hour long each, so you should be able to adapt your teaching plan to fit into this timeframe.

Ideal Candidate: 
- Should be proficient in Kotlin, with a strong background in Android development.
- Previous teaching or tutoring experience, especially in the area of advanced Kotlin.
- Good communication skills, to effectively convey complex topics in a simplified manner.
- Ability to structure topics and lessons effectively within a one-hour timeframe. 

Please provide details on your teaching experience and how you plan to structure the sessions.",https://www.freelancer.co.id/projects/android/advanced-kotlin-coding-instructor-needed
Finance Gadget Locker Application (EMI Shield),₹12500-37500 INR,"I'm in need of an app developer who can create a finance gadget locker application for both iOS and Android. The application will basically handle virtual key distribution and virtual handling.

Key Features:
- The app should prioritize security, ensuring all the financial tools are safe and secure.
-The app should be proficient to lock the device whose EMI is not paid.
- The application should have a admin , distributor and retailer panel from where everything can controlled according to access.
- Implement a user authentication process to ensure that only authorized users can access the app and the tools within it.

The project does not have specific design preferences, so you have creative liberty to create a design that conforms to the overall functionality and security requirements of the application. 

Ideal Skills:
- Proficiency in app development for both iOS and Android.
- Proven experience in developing secure applications.
- Expertise in user authentication implementations.
- A keen eye for clean and intuitive user interface design. 
Your ability to marry functionality, security, and usability in this app will be the key to a successful collaboration. I look forward to seeing your proposals.
If you are interested in developing the application we can connect and discuss over different aspects. It will be better if you have worked on similar kind of application previously.",https://www.freelancer.co.id/projects/android/finance-gadget-locker-application-emi
Digital marketing for app,$250-750 USD,"I'm in need of a marketing app . The application doesn't require integration with any third-party services or APIs. 

In terms of user functionality, I aim to have the standard features that are common in many mobile applications. 

The ideal freelancer should have experience in:
Download aapp
- Strong understanding of user experience and app functionality best practices.",https://www.freelancer.co.id/projects/android/digital-marketing-for-app-38204051
LMS Development for Android & Website,₹1500-12500 INR,"LMS ANDROID APP AND WEBSITE 

1. 2 Course type Freemium with ads and another premium with monthly, yearly, and lifetime subscription

2. Screenshot protected, and download protected 

3. PDF Viewer in the app

4. Backend by PHP website 

5. Payment gateway integration razorpay, phonepe

6. Login with OTP and Google 

7. Social sharing icons,

8.  website with connect app when add any courses in websites show in automatically in the app buy and subscription courses both

We have ready server",https://www.freelancer.co.id/projects/android/lms-development-for-android-website
E-Commerce App Developer for Android & iOS,₹1500-12500 INR,"I'm in search of a skilled app developer to create an e-commerce application that will effectively cater to users on both Android and iOS platforms.

Key Requirements:
- Fluent in both Android and iOS development.
- Prior experience in e-commerce app development.
- Ability to design a user-friendly interface.
- Adept in integrating secure payment gateways.
- Proficient in ensuring the app's scalability and performance.
- Good communication skills and a proactive approach to problem-solving.

Please note that while previous experience in developing educational apps, including features such as video tutorials, interactive quizzes, and live classes, would be a bonus, it is not a primary requirement for this particular project. Your bid should reflect your understanding of the e-commerce app development process and your ability to deliver engaging, reliable, and secure solutions to customers on both Android and iOS platforms.",https://www.freelancer.co.id/projects/iphone-app-development/commerce-app-developer-for-android-38203898
Social E-Commerce App Development,₹1500-12500 INR,"I am looking for a skilled app developer with experience in creating enriched and functional apps for iOS and Android. 

Key tasks will include:

- Developing an app with social networking and e-commerce functionalities.
- Adherence to specific design and branding guidelines provided by me.

Ideal skills:
- Proficient in iOS and Android app development
- Strong experience in social media and e-commerce integrations
- Great attention to detail, specifically towards design and branding elements 

I am looking forward to a developer who can bring my vision to life and maintain the brand's consistency throughout the app design and functionality. Micro details will be shared with the selected professional. Relevant portfolio submission is highly valued.",https://www.freelancer.co.id/projects/iphone-app-development/social-commerce-app-development
Android Sales App Development,₹1500-12500 INR,"I am looking for a competent Android developer to create a new app for my business. The primary purpose of this app is to sell products and services. 

Key Features Required:
- Login/Register functionality 
- Push notifications 
- In-app purchases 

The expected level of user interaction with the app is moderate. Users should be able to fill out forms and make purchases through the app. 

Ideal Skills/Experience:
- Android App Development
- Implementing Login/Register Functionality
- Creating In-App Purchases
- Implementing Push Notifications 
- Experience in designing apps for e-commerce would be a major plus. 

Seeking an individual who can provide clean, efficient, and quality code. Projects with similar scope and complexity in your portfolio will have an advantage.",https://www.freelancer.co.id/projects/android/android-sales-app-development
Airport Transfer App Development,£20-250 GBP,"I'm looking for a skilled app developer to create an app for private airport transfer service. The app should be compatible with both iOS and Android platforms, focusing primarily on the booking rides feature. 

Key Features:
- Cross-platform compatibility (iOS and Android)
- Booking Rides: A user-friendly interface that allows customers to efficiently schedule their airport transfers. 
- User Profiles: The app should facilitate both customer and driver profiles. This is to enable a personalized experience that includes ride history and preferences. 

The ideal candidate for this project should have experience in developing similar apps with a strong portfolio. It's also crucial that you have the ability to create a seamless and intuitive user experience. 

If you're confident in your skills and believe you can deliver a high-quality app that meets these requirements, I'd love to hear from you. Please provide your portfolio and references that showcase your previous work in this area.",https://www.freelancer.co.id/projects/iphone-app-development/airport-transfer-app-development
Python Coded AI with Natural Language Processing,€12-18 EUR / hour,"I'm seeking a proficient Python coder with experience in AI development, specifically focusing on Natural Language Processing. 

Tasks include: 
- Writing robust and efficient Python code. It's essential to have strong Python skills and a deep understanding of coding best practices.
- Implementing Natural Language Processing within the AI. You should be skilled in AI development and have a solid grasp of Natural Language Processing techniques.

This project will be both challenging and rewarding for someone with the right skill set. Your past experiences in AI projects focusing on Natural Language Processing will be highly valuable. Looking forward to collaborating.",https://www.freelancer.co.id/projects/python/python-coded-with-natural-language
Flutter Programmer Needed for App Development,$10-30 USD,"I have a phone application that was uploaded to the Apple Store 
 People downloaded it and everything was fine, but some users cannot download it as it appears to them as shown in the attached video
 Although the same users can download other applications without any problem, when I click on download, my application does not download 

 Although other users download my app without problems 

 Please watch the attached video 

 Note that the application is programmed in Filters language",https://www.freelancer.co.id/projects/iphone-app-development/flutter-programmer-needed-for-app
